hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,customer_type,country,adr,total_nights,revenue,deposit_type,distribution_channel,market_segment
City Hotel,0,19,2016,3,1,2,Transient,PRT,60.27,3,180.81,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,2,2015,4,0,1,Transient,FRA,64.43,1,64.43,No Deposit,TA/TO,Online TA
City Hotel,1,157,2016,5,2,2,Transient,PRT,97.4,4,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,2,2017,8,2,0,Transient,AUT,100.71,2,201.43,No Deposit,Direct,Corporate
City Hotel,0,29,2016,9,2,2,Transient,FRA,137.41,4,549.66,No Deposit,Direct,Complementary
City Hotel,0,125,2016,11,0,0,Transient,DEU,191.16,1,191.16,No Deposit,TA/TO,Corporate
City Hotel,0,25,2016,8,1,0,Transient,GBR,88.41,1,88.41,No Deposit,TA/TO,Online TA
Resort Hotel,0,13,2016,3,2,5,Contract,PRT,137.95,7,965.68,Non Refund,Direct,Online TA
City Hotel,0,1,2017,5,1,1,Contract,PRT,122.56,2,245.12,Non Refund,TA/TO,Online TA
City Hotel,1,335,2017,2,0,0,Transient,AUT,54.2,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,20,2015,6,0,2,Transient,ESP,98.68,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,23,2016,2,1,1,Transient,PRT,86.18,2,172.36,Non Refund,TA/TO,Direct
City Hotel,0,5,2016,8,1,1,Transient-Party,FRA,129.51,2,259.01,Non Refund,TA/TO,Online TA
Resort Hotel,0,99,2015,4,1,1,Transient,DEU,34.84,2,69.67,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,43,2017,7,0,0,Transient,USA,86.45,1,86.45,No Deposit,TA/TO,Online TA
City Hotel,0,29,2015,5,0,0,Transient,PRT,75.38,1,75.38,No Deposit,Corporate,Offline TA/TO
Resort Hotel,0,6,2016,6,1,0,Transient,PRT,122.61,1,122.61,No Deposit,Direct,Online TA
Resort Hotel,1,40,2017,9,1,1,Transient,PRT,87.2,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,48,2015,3,0,0,Transient-Party,RUS,84.79,1,84.79,Refundable,TA/TO,Online TA
City Hotel,1,454,2015,5,0,2,Contract,FRA,114.6,2,0.0,No Deposit,Corporate,Offline TA/TO
City Hotel,1,7,2015,10,2,3,Transient,PRT,77.49,5,0.0,No Deposit,Corporate,Groups
City Hotel,1,84,2015,12,3,2,Contract,IRL,115.43,5,0.0,No Deposit,TA/TO,Groups
City Hotel,0,95,2016,9,1,2,Transient-Party,ESP,164.83,3,494.5,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,480,2015,3,0,0,Transient,GBR,98.72,1,0.0,No Deposit,Corporate,Corporate
Resort Hotel,0,25,2015,3,0,0,Transient,BEL,102.55,1,102.55,No Deposit,TA/TO,Online TA
Resort Hotel,1,209,2016,7,1,4,Transient,PRT,100.95,5,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,19,2016,7,1,0,Contract,ESP,111.95,1,0.0,No Deposit,TA/TO,Direct
City Hotel,0,311,2016,12,2,3,Transient-Party,IRL,137.66,5,688.28,No Deposit,Direct,Direct
Resort Hotel,1,465,2016,3,0,0,Transient-Party,PRT,81.44,1,0.0,No Deposit,TA/TO,Aviation
Resort Hotel,1,0,2015,1,2,1,Transient,GBR,47.27,3,0.0,No Deposit,Corporate,Offline TA/TO
City Hotel,0,105,2016,12,1,3,Transient,PRT,107.08,4,428.32,No Deposit,TA/TO,Online TA
Resort Hotel,0,79,2016,8,1,2,Transient,FRA,71.82,3,215.46,No Deposit,TA/TO,Online TA
Resort Hotel,0,67,2017,11,2,3,Transient,ESP,143.79,5,718.94,No Deposit,Direct,Direct
City Hotel,1,100,2017,11,2,2,Transient-Party,USA,82.68,4,0.0,No Deposit,Corporate,Aviation
City Hotel,0,72,2017,7,1,0,Contract,PRT,88.44,1,88.44,No Deposit,TA/TO,Online TA
City Hotel,0,53,2017,1,1,1,Transient,CHE,161.0,2,322.01,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,18,2017,7,0,1,Transient,BRA,151.47,1,151.47,No Deposit,Direct,Complementary
City Hotel,0,49,2017,5,1,0,Transient,PRT,167.27,1,167.27,No Deposit,TA/TO,Direct
Resort Hotel,0,66,2017,7,0,2,Transient,GBR,135.49,2,270.97,No Deposit,Direct,Online TA
City Hotel,0,0,2016,9,0,1,Transient,FRA,148.37,1,148.37,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,10,2015,7,1,1,Transient,DEU,152.35,2,304.7,No Deposit,TA/TO,Online TA
City Hotel,0,9,2017,1,1,1,Transient-Party,PRT,77.34,2,154.68,No Deposit,TA/TO,Direct
City Hotel,0,2,2016,11,1,2,Transient,GBR,94.86,3,284.59,No Deposit,TA/TO,Online TA
Resort Hotel,0,44,2016,10,0,2,Transient,GBR,78.53,2,157.06,No Deposit,Direct,Online TA
City Hotel,0,216,2015,10,2,2,Transient,FRA,48.42,4,193.68,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,133,2017,9,0,3,Transient,FRA,96.88,3,290.65,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,0,50,2015,5,0,0,Transient,FRA,78.65,1,78.65,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,4,2017,5,2,2,Transient-Party,AUT,74.81,4,299.25,No Deposit,TA/TO,Online TA
City Hotel,0,56,2016,1,2,0,Transient,PRT,119.46,2,238.91,No Deposit,TA/TO,Corporate
City Hotel,1,10,2016,12,2,1,Group,FRA,113.91,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,89,2015,10,0,0,Transient-Party,SWE,108.54,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,163,2016,7,2,2,Transient,FRA,82.82,4,331.27,No Deposit,TA/TO,Online TA
City Hotel,1,11,2015,3,1,0,Transient,PRT,91.38,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,553,2015,4,1,1,Transient,ESP,106.19,2,212.39,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,77,2017,4,3,0,Transient,ESP,82.7,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,5,2015,6,1,1,Transient-Party,PRT,118.33,2,236.66,No Deposit,TA/TO,Corporate
City Hotel,1,165,2017,6,0,3,Transient,BEL,132.62,3,0.0,No Deposit,TA/TO,Complementary
City Hotel,0,31,2017,1,0,3,Contract,PRT,96.8,3,290.41,No Deposit,TA/TO,Online TA
City Hotel,0,3,2016,6,2,3,Transient,NOR,135.65,5,678.24,No Deposit,TA/TO,Groups
Resort Hotel,0,95,2016,7,0,0,Transient,FRA,99.1,1,99.1,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,24,2016,9,1,1,Transient,GBR,120.33,2,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,309,2015,9,2,0,Transient,GBR,70.88,2,141.77,No Deposit,TA/TO,Online TA
City Hotel,0,25,2016,2,1,0,Group,ESP,96.83,1,96.83,No Deposit,TA/TO,Complementary
City Hotel,1,111,2017,10,2,0,Transient,GBR,124.74,2,0.0,No Deposit,TA/TO,Corporate
City Hotel,1,41,2016,9,0,0,Transient,PRT,103.95,1,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,25,2015,1,3,1,Transient,ESP,101.44,4,405.78,No Deposit,TA/TO,Direct
City Hotel,0,14,2016,9,0,1,Transient,CHN,79.64,1,79.64,No Deposit,TA/TO,Online TA
City Hotel,0,7,2017,11,0,2,Transient,BEL,125.39,2,250.78,No Deposit,Direct,Aviation
City Hotel,0,532,2016,3,2,1,Transient,PRT,111.75,3,335.24,No Deposit,TA/TO,Direct
Resort Hotel,0,527,2017,8,0,1,Transient,PRT,90.75,1,90.75,No Deposit,TA/TO,Online TA
City Hotel,1,56,2017,6,3,2,Transient,ITA,130.58,5,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,167,2015,11,0,0,Transient,GBR,113.1,1,113.1,No Deposit,TA/TO,Online TA
City Hotel,0,3,2015,9,0,3,Transient,DEU,142.09,3,426.27,No Deposit,Direct,Online TA
City Hotel,0,40,2015,8,2,2,Transient,PRT,91.27,4,365.08,No Deposit,GDS,Online TA
City Hotel,0,29,2017,7,1,0,Transient,FRA,128.59,1,128.59,Non Refund,TA/TO,Online TA
City Hotel,1,16,2017,2,1,1,Transient,PRT,116.48,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,140,2017,12,0,2,Contract,ITA,104.1,2,208.19,No Deposit,Direct,Offline TA/TO
City Hotel,0,177,2015,11,1,2,Transient,PRT,121.36,3,364.08,No Deposit,TA/TO,Online TA
Resort Hotel,1,719,2017,12,2,2,Transient,PRT,42.87,4,0.0,No Deposit,Direct,Online TA
City Hotel,0,60,2015,6,2,0,Contract,CHN,84.99,2,169.98,No Deposit,TA/TO,Online TA
City Hotel,0,46,2017,9,3,1,Transient,PRT,96.44,4,385.77,No Deposit,TA/TO,Online TA
City Hotel,0,19,2015,9,1,0,Contract,DEU,105.08,1,105.08,No Deposit,TA/TO,Corporate
City Hotel,1,4,2016,8,0,3,Transient,DEU,91.61,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,130,2017,6,2,0,Contract,PRT,77.03,2,154.06,No Deposit,Direct,Offline TA/TO
City Hotel,0,6,2016,11,1,1,Transient,PRT,133.89,2,267.78,No Deposit,Direct,Direct
City Hotel,0,23,2015,10,1,0,Transient,FRA,63.69,1,63.69,No Deposit,TA/TO,Groups
Resort Hotel,0,3,2016,11,0,0,Transient,POL,71.87,1,71.87,No Deposit,Corporate,Online TA
Resort Hotel,0,1,2015,10,2,0,Transient,ITA,115.87,2,231.73,No Deposit,TA/TO,Online TA
City Hotel,0,35,2016,2,2,1,Transient,PRT,105.8,3,317.41,Non Refund,TA/TO,Online TA
City Hotel,0,49,2015,5,0,3,Transient,PRT,111.98,3,335.94,No Deposit,TA/TO,Groups
City Hotel,1,72,2017,12,0,1,Transient,PRT,131.97,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,15,2016,7,3,3,Transient,NOR,95.85,6,575.09,No Deposit,TA/TO,Corporate
City Hotel,1,81,2016,10,1,0,Transient-Party,PRT,157.72,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,59,2017,7,0,3,Transient,GBR,132.94,3,398.83,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,2,2016,4,0,2,Transient,DEU,54.95,2,109.9,No Deposit,TA/TO,Online TA
City Hotel,1,631,2017,5,3,2,Transient,BRA,169.9,5,0.0,No Deposit,Direct,Offline TA/TO
City Hotel,0,207,2016,3,2,0,Transient,PRT,157.96,2,315.92,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,0,2015,7,0,0,Transient,PRT,80.28,1,80.28,No Deposit,TA/TO,Online TA
City Hotel,0,455,2015,9,1,2,Transient,PRT,146.18,3,438.55,No Deposit,TA/TO,Direct
Resort Hotel,1,5,2015,12,2,1,Transient,BEL,108.14,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,152,2017,6,2,0,Transient,ESP,85.93,2,171.85,No Deposit,Direct,Offline TA/TO
City Hotel,0,19,2016,4,1,1,Transient,PRT,172.73,2,345.46,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,19,2016,1,0,5,Transient,PRT,100.18,5,500.89,No Deposit,Direct,Groups
City Hotel,0,148,2016,6,3,2,Transient,PRT,57.09,5,285.46,No Deposit,TA/TO,Online TA
City Hotel,0,61,2016,6,3,0,Group,FRA,149.39,3,448.16,No Deposit,TA/TO,Corporate
City Hotel,0,1,2016,11,2,3,Transient,GBR,126.98,5,634.88,No Deposit,TA/TO,Online TA
City Hotel,1,67,2015,12,0,1,Transient,GBR,88.16,1,0.0,No Deposit,Direct,Corporate
City Hotel,0,129,2016,8,0,0,Transient,NLD,147.67,1,147.67,No Deposit,TA/TO,Direct
Resort Hotel,0,674,2016,11,1,0,Transient,GBR,142.23,1,142.23,No Deposit,TA/TO,Groups
Resort Hotel,0,62,2016,1,2,0,Transient,GBR,111.97,2,223.94,No Deposit,Corporate,Offline TA/TO
Resort Hotel,0,2,2016,1,1,0,Transient,GBR,110.08,1,110.08,No Deposit,Direct,Offline TA/TO
City Hotel,1,175,2016,9,0,2,Transient,GBR,89.56,2,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,10,2016,6,1,0,Transient,CHE,96.02,1,96.02,No Deposit,TA/TO,Groups
City Hotel,0,23,2016,5,1,0,Transient,AUT,113.18,1,113.18,No Deposit,Corporate,Online TA
City Hotel,1,236,2016,10,1,1,Transient,BEL,154.5,2,0.0,No Deposit,Direct,Aviation
Resort Hotel,0,104,2017,3,0,2,Transient,FRA,94.63,2,189.26,No Deposit,Corporate,Aviation
City Hotel,0,28,2015,8,1,2,Transient,USA,127.67,3,383.01,Non Refund,TA/TO,Corporate
City Hotel,1,269,2016,9,2,1,Transient,DEU,104.54,3,0.0,No Deposit,TA/TO,Corporate
City Hotel,0,25,2017,6,0,1,Transient,GBR,101.61,1,101.61,No Deposit,GDS,Online TA
City Hotel,1,463,2015,5,2,4,Transient,USA,30.04,6,0.0,No Deposit,Direct,Direct
City Hotel,0,112,2017,8,1,1,Transient,USA,144.63,2,289.26,No Deposit,TA/TO,Online TA
City Hotel,0,67,2016,10,0,2,Transient-Party,PRT,49.3,2,98.6,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,124,2015,1,2,0,Contract,PRT,149.92,2,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,39,2015,9,1,3,Transient,ESP,100.27,4,401.08,No Deposit,TA/TO,Online TA
Resort Hotel,0,719,2015,3,0,1,Transient,GBR,50.86,1,50.86,No Deposit,TA/TO,Online TA
City Hotel,0,18,2015,3,0,0,Contract,USA,146.37,1,146.37,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,29,2017,10,0,4,Transient,FRA,79.19,4,316.77,No Deposit,TA/TO,Groups
City Hotel,1,144,2017,8,1,1,Transient,ESP,120.01,2,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,27,2015,11,3,2,Transient,PRT,160.65,5,803.24,No Deposit,TA/TO,Complementary
City Hotel,0,4,2016,10,2,1,Transient,CHN,57.45,3,172.35,Non Refund,Corporate,Online TA
City Hotel,1,440,2017,3,0,3,Transient,PRT,126.49,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,136,2017,8,0,4,Transient,PRT,84.83,4,0.0,Non Refund,TA/TO,Aviation
City Hotel,1,288,2016,10,0,2,Transient,PRT,92.45,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,47,2017,12,0,1,Transient-Party,FRA,91.21,1,0.0,No Deposit,TA/TO,Groups
City Hotel,0,411,2017,11,0,0,Transient-Party,PRT,95.83,1,95.83,No Deposit,TA/TO,Online TA
Resort Hotel,0,101,2016,9,0,1,Contract,ESP,120.79,1,120.79,No Deposit,TA/TO,Online TA
Resort Hotel,0,81,2017,12,1,1,Transient,FRA,88.55,2,177.1,Refundable,TA/TO,Groups
City Hotel,0,26,2017,1,1,2,Contract,ESP,49.5,3,148.51,No Deposit,TA/TO,Online TA
Resort Hotel,0,99,2016,7,1,1,Transient,FRA,123.74,2,247.48,No Deposit,TA/TO,Groups
City Hotel,1,103,2015,8,1,5,Transient,CHE,128.39,6,0.0,No Deposit,TA/TO,Complementary
Resort Hotel,1,358,2016,8,0,2,Transient,GBR,112.33,2,0.0,No Deposit,Corporate,Offline TA/TO
Resort Hotel,0,78,2017,5,3,1,Transient,ESP,149.06,4,596.26,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,23,2017,6,0,0,Transient,PRT,114.96,1,114.96,No Deposit,TA/TO,Online TA
City Hotel,0,3,2016,10,0,2,Contract,PRT,101.89,2,203.77,Non Refund,Corporate,Online TA
City Hotel,1,48,2015,10,0,3,Transient,PRT,114.57,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,320,2016,8,0,0,Contract,PRT,150.75,1,150.75,No Deposit,TA/TO,Online TA
City Hotel,0,119,2017,5,0,2,Transient-Party,GBR,75.47,2,150.95,No Deposit,TA/TO,Direct
City Hotel,0,47,2017,6,1,4,Transient,FRA,174.53,5,872.63,Non Refund,TA/TO,Online TA
City Hotel,1,218,2015,6,0,0,Transient-Party,ESP,139.63,1,0.0,No Deposit,Direct,Corporate
Resort Hotel,0,4,2016,3,1,0,Transient,PRT,107.82,1,107.82,Non Refund,TA/TO,Online TA
Resort Hotel,0,80,2016,10,0,2,Transient-Party,GBR,102.27,2,204.54,No Deposit,Corporate,Online TA
City Hotel,0,35,2016,8,2,1,Transient-Party,SWE,103.04,3,309.11,Non Refund,TA/TO,Corporate
City Hotel,0,283,2016,8,1,2,Transient,ESP,126.34,3,379.02,No Deposit,Direct,Online TA
City Hotel,1,157,2015,7,1,0,Transient,GBR,71.51,1,0.0,Refundable,Corporate,Online TA
City Hotel,0,1,2017,10,1,5,Transient,PRT,127.25,6,763.52,No Deposit,TA/TO,Corporate
Resort Hotel,0,89,2017,6,0,0,Transient,GBR,109.65,1,109.65,No Deposit,TA/TO,Online TA
City Hotel,1,28,2017,5,0,0,Transient,PRT,86.86,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,13,2017,11,0,2,Transient,PRT,132.27,2,264.54,No Deposit,TA/TO,Online TA
City Hotel,1,21,2017,11,0,2,Transient,ROU,158.56,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,172,2015,5,0,0,Transient,GBR,108.2,1,108.2,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,2,2017,3,2,3,Transient-Party,CHN,99.51,5,497.57,No Deposit,Direct,Groups
Resort Hotel,0,3,2016,10,0,1,Transient,PRT,99.18,1,99.18,No Deposit,TA/TO,Online TA
City Hotel,0,119,2017,8,2,3,Transient,ESP,70.56,5,352.8,No Deposit,Corporate,Corporate
City Hotel,0,64,2016,9,1,0,Transient,IRL,81.53,1,81.53,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,324,2017,8,0,1,Transient,NLD,79.03,1,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,37,2016,7,1,1,Transient,SWE,59.79,2,119.59,No Deposit,Corporate,Groups
Resort Hotel,0,61,2017,5,0,4,Contract,NLD,73.43,4,293.73,No Deposit,Direct,Online TA
City Hotel,0,124,2015,8,2,0,Transient-Party,BEL,97.97,2,195.93,No Deposit,TA/TO,Online TA
City Hotel,1,731,2015,8,3,0,Transient,NOR,86.22,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,42,2016,12,3,0,Transient,GBR,37.26,3,111.79,No Deposit,TA/TO,Online TA
City Hotel,0,139,2015,6,1,0,Transient,PRT,164.65,1,164.65,No Deposit,TA/TO,Online TA
Resort Hotel,0,594,2016,1,0,0,Transient,PRT,90.17,1,90.17,No Deposit,TA/TO,Corporate
City Hotel,0,14,2016,7,0,0,Transient,NLD,74.19,1,74.19,No Deposit,TA/TO,Corporate
City Hotel,1,103,2017,5,1,0,Transient,ESP,73.56,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,176,2016,9,1,0,Transient,PRT,26.87,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,98,2016,2,3,2,Transient,RUS,82.54,5,0.0,Non Refund,Corporate,Offline TA/TO
City Hotel,1,722,2016,7,3,0,Transient,BEL,110.47,3,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,63,2015,4,0,0,Transient,PRT,113.67,1,113.67,No Deposit,TA/TO,Online TA
City Hotel,1,3,2017,12,1,0,Group,PRT,106.74,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,65,2016,7,0,1,Transient,PRT,88.5,1,88.5,No Deposit,TA/TO,Online TA
City Hotel,1,43,2017,5,1,1,Transient,DEU,130.94,2,0.0,No Deposit,TA/TO,Corporate
City Hotel,1,94,2015,9,0,1,Transient,DEU,106.57,1,0.0,No Deposit,TA/TO,Groups
City Hotel,1,26,2015,8,1,2,Transient,FRA,77.08,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,3,2015,9,1,3,Contract,GBR,78.58,4,314.33,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,221,2016,5,1,1,Transient,PRT,89.33,2,0.0,No Deposit,Corporate,Online TA
City Hotel,1,245,2016,10,0,2,Transient,DEU,116.38,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,140,2015,8,0,1,Transient,GBR,66.82,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,24,2017,2,1,2,Transient,AUS,73.8,3,221.39,Non Refund,TA/TO,Online TA
Resort Hotel,0,9,2016,1,0,0,Transient,SWE,110.32,1,110.32,No Deposit,TA/TO,Online TA
Resort Hotel,0,34,2016,8,0,1,Transient,USA,123.04,1,123.04,No Deposit,TA/TO,Direct
Resort Hotel,1,78,2015,9,0,2,Transient-Party,GBR,159.5,2,0.0,No Deposit,TA/TO,Groups
City Hotel,0,74,2016,8,0,1,Transient,IRL,81.77,1,81.77,No Deposit,TA/TO,Direct
City Hotel,0,89,2016,7,0,2,Transient,BEL,105.75,2,211.5,No Deposit,TA/TO,Online TA
City Hotel,0,171,2015,8,0,1,Transient,PRT,111.69,1,111.69,No Deposit,TA/TO,Online TA
City Hotel,1,359,2015,10,1,0,Transient-Party,FRA,138.77,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,292,2015,8,0,0,Transient,CHE,72.46,1,0.0,Non Refund,TA/TO,Direct
City Hotel,0,127,2017,6,2,0,Transient,GBR,132.28,2,264.56,Refundable,TA/TO,Online TA
City Hotel,1,148,2015,11,1,0,Transient-Party,FRA,92.4,1,0.0,No Deposit,TA/TO,Corporate
City Hotel,1,653,2016,4,0,0,Transient-Party,DEU,167.65,1,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,132,2016,5,0,1,Transient,DEU,80.95,1,80.95,No Deposit,GDS,Online TA
City Hotel,0,64,2016,10,0,0,Transient,PRT,140.5,1,140.5,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,5,2016,12,1,2,Transient,PRT,124.89,3,374.68,No Deposit,TA/TO,Online TA
Resort Hotel,1,710,2017,11,2,1,Transient,PRT,66.92,3,0.0,No Deposit,TA/TO,Complementary
City Hotel,0,83,2016,4,0,4,Transient-Party,ESP,128.72,4,514.88,No Deposit,TA/TO,Online TA
Resort Hotel,0,1,2016,3,3,0,Transient,DEU,64.21,3,192.64,Non Refund,TA/TO,Direct
City Hotel,0,2,2015,10,1,0,Transient,DEU,111.19,1,111.19,No Deposit,Corporate,Online TA
City Hotel,1,53,2016,6,0,1,Transient,PRT,102.75,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,19,2015,8,2,0,Transient,ITA,112.72,2,225.45,No Deposit,GDS,Direct
Resort Hotel,0,0,2016,1,0,0,Transient,BEL,44.01,1,44.01,No Deposit,TA/TO,Online TA
Resort Hotel,0,298,2015,2,1,2,Transient,GBR,52.03,3,156.1,No Deposit,TA/TO,Online TA
City Hotel,0,44,2017,11,0,1,Transient,ESP,108.02,1,108.02,No Deposit,TA/TO,Online TA
City Hotel,0,226,2016,11,1,3,Transient,NOR,107.49,4,429.96,No Deposit,TA/TO,Online TA
City Hotel,0,30,2016,4,0,3,Transient,BEL,79.97,3,239.9,Non Refund,Direct,Corporate
City Hotel,0,41,2016,5,3,0,Transient-Party,GBR,171.11,3,513.32,No Deposit,TA/TO,Online TA
Resort Hotel,1,86,2016,1,1,1,Transient,NOR,94.64,2,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,1,2016,11,0,3,Transient,PRT,113.32,3,339.97,Non Refund,TA/TO,Online TA
Resort Hotel,0,57,2016,10,2,1,Transient,PRT,54.34,3,163.01,No Deposit,TA/TO,Groups
City Hotel,0,21,2016,11,1,5,Transient,POL,75.52,6,453.14,No Deposit,Corporate,Online TA
City Hotel,0,75,2016,7,3,1,Transient,PRT,110.9,4,443.59,No Deposit,TA/TO,Online TA
City Hotel,1,3,2017,8,0,0,Transient-Party,FRA,108.31,1,0.0,No Deposit,TA/TO,Complementary
Resort Hotel,0,11,2015,10,0,0,Transient-Party,DEU,95.1,1,95.1,No Deposit,Direct,Online TA
Resort Hotel,0,23,2017,7,3,0,Transient,USA,110.41,3,331.22,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,0,2016,3,1,4,Transient-Party,NLD,64.93,5,324.67,No Deposit,TA/TO,Online TA
City Hotel,1,30,2016,8,0,1,Transient,ITA,108.45,1,0.0,No Deposit,Direct,Online TA
Resort Hotel,1,51,2016,11,1,2,Transient,BRA,115.5,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,309,2017,11,1,2,Transient,PRT,49.59,3,148.77,No Deposit,TA/TO,Aviation
City Hotel,0,0,2016,9,3,3,Transient,PRT,108.26,6,649.58,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,23,2017,6,3,1,Transient,NOR,142.67,4,570.66,No Deposit,TA/TO,Online TA
City Hotel,0,207,2016,10,0,1,Transient,RUS,126.65,1,126.65,Non Refund,TA/TO,Online TA
Resort Hotel,1,28,2015,7,2,0,Transient,CHE,129.42,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,110,2016,8,0,0,Group,SWE,66.36,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,55,2015,5,1,2,Transient,DEU,113.0,3,338.99,No Deposit,TA/TO,Direct
Resort Hotel,0,163,2016,2,1,2,Contract,USA,91.16,3,273.49,No Deposit,TA/TO,Online TA
Resort Hotel,0,74,2016,2,0,1,Transient,PRT,142.62,1,142.62,No Deposit,TA/TO,Groups
City Hotel,1,205,2015,6,3,2,Transient,FRA,71.23,5,0.0,No Deposit,TA/TO,Direct
City Hotel,1,678,2017,8,1,2,Transient,FRA,51.89,3,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,148,2015,3,1,0,Transient,USA,136.29,1,136.29,Refundable,TA/TO,Corporate
City Hotel,1,95,2017,8,0,3,Transient,PRT,148.06,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,88,2017,12,1,0,Transient,IRL,77.97,1,77.97,No Deposit,TA/TO,Online TA
City Hotel,1,87,2016,5,1,3,Transient,ESP,41.29,4,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,126,2016,10,2,2,Transient,POL,69.45,4,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,18,2016,10,1,0,Contract,PRT,139.76,1,139.76,No Deposit,TA/TO,Online TA
Resort Hotel,0,6,2015,6,2,0,Transient,ESP,132.69,2,265.38,No Deposit,TA/TO,Online TA
City Hotel,0,72,2016,8,1,1,Contract,GBR,80.09,2,160.18,No Deposit,TA/TO,Online TA
Resort Hotel,0,3,2016,3,1,1,Transient,GBR,145.16,2,290.31,No Deposit,TA/TO,Corporate
Resort Hotel,1,77,2015,11,2,1,Transient,ESP,33.52,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,141,2016,10,2,3,Contract,ITA,93.74,5,468.69,No Deposit,Direct,Online TA
Resort Hotel,0,6,2017,9,1,0,Transient,RUS,152.63,1,152.63,No Deposit,TA/TO,Online TA
City Hotel,0,58,2017,1,2,2,Transient,ESP,179.13,4,716.52,No Deposit,TA/TO,Complementary
City Hotel,0,17,2017,9,0,2,Transient-Party,AUT,84.51,2,169.03,No Deposit,Direct,Online TA
City Hotel,0,8,2015,8,0,1,Transient,POL,74.83,1,74.83,No Deposit,Direct,Offline TA/TO
City Hotel,1,52,2015,7,3,3,Transient-Party,PRT,48.07,6,0.0,Non Refund,GDS,Online TA
